,sentences_with_emoji,sentiment
9855,@USAirways @USAirwaysCenter My lost bag lands in Hartford at 639p tonight. Will it be delivered to Danbury CT tonight? 😢 😞 😕,negative
9856,@USAirways So any ideas when the IT Geeks will plug in the servers so 639 can be on its way to PHX? 😉 😄 👍,neutral
9857,@USAirways who do I contact about my awful experience I had 2/15/15 with @USAirways Flight 713 BUF-CLT? 😖 🙈 😳,negative
9858,@USAirways @AmericanAir  nvm my bad it's been an hour and a half #thanks 😑 😒 😐,negative
9859,@USAirways after a crappy flight due to delays and rude staff members I'm happy to report after paying $25 to check my luggage it's ruined 😡 😠 😤,negative
9860,@USAirways always letting me down. 👊 😔 😞 💔,negative
9861,@USAirways please keep Emily at you gso airport ticketing on staff she is amazing 🙏 👍 ❤,positive
9862,"@usairways I don't understand why I can't get my missing miles? I was on the flight, it was in my Dividend Miles Account… #help 😫 😢 😖",negative
9863,"@USAirways can't seem to find the pilots for our 6pm flight, never seen anything like it before #drunkpilots http://t.co/Zira2z3UDc 😕 😞 😢",negative
9864,@USAirways really? No meal vouchers for a 7 hour flight delay out of Virgin Islands... 😡 😠 😢,negative
9865,@USAirways but the automated message says the line is too busy to join the queue! #stuckintheloop 😉 😜 😡,negative
9866,"@usairways HI again! How you suggested I contacted u via phone, sent a mail with the original ticket &amp; the result: http://t.co/214i0RTIH4 👍 😄 😊",negative
9867,"@USAirways stuck on the ramp at DCA, US Air computer system crashed...everywhere. 😡 😠 😞",negative
9868,@USAirways #flight2031 the flight to Hell 😈 💀 😂,negative
9869,"@USAirways Gave up after more than 2 hours on hold. Still need that receipt; last time it was promised, it never arrived. Help?! 😡 😠 😢",negative
9870,@USAirways @AmericanAir just be prepared for a claim if that bag is lost ... Too many valuables to carry in my hands. #us2146 to #aa2924 😉 👍 😜,negative
9871,"@USAirways told me I deserved to be delayed because I booked the last flight and then I hear ""the only inconvience is missing your flight"" 😑 😡 😐",negative
9872,@USAirways Any update on the computer outtage affecting flights? Is this national or just Northeast? ETA on resolution? 😕 😉 😜,neutral
9873,"@USAirways flight 2031, worst experience we've ever had on a flight. Regretting opening their air miles card #hotterandlongerthanhell 😡 😖 🙈",negative
9874,@USAirways hello! I never received a confirmation code for my flights (though they are confirmed--so says the automated reply). Any ideas? 😉 😄 😕,negative
9875,@USAirways 5 hours on the phone waiting for a call back to find my luggage #shameonyou 😡 🔫 😠,negative
9876,@USAirways ... What's going on at @PHLAirport ?!  I've been sitting at the gate for 45minutes. 😡 😠 😳,negative
9877,@USAirways 799 from AMS to PHL today- 3 of 4 flight attendants were downright rude and hostile and made the 8+ hour flight even worse. 😡 😠 😖,negative
9878,@USAirways why the hell will you not put us in a hotel when you've stranded us. Your message says mechanical issues not weather. #usairways 😡 😠 😑,negative
9879,@USAirways my wife left her phone on flight AWE474 on Friday February 20th upon landing in Minneapolis. How can we get it back? Thanks! 😢 😞 😊,neutral
9880,@USAirways what's the deal with the flight computer network? 😕 👀 😬,negative
9881,@USAirways does anyone actually work at the dividend miles department? http://t.co/BgtJFmnEOT 😳 😬 😕,negative
9882,@USAirways No flights out of Philly because of system wide tech issue.   @CBSPhilly 😡 😠 😢,negative
9883,@USAirways Huge system problems at DCA.Manual check in; flight boarded but sitting at gate due to system issues. Frustrated Chairman member 😡 😠 😤,negative
9884,"@USAirways epic fail @ CLT ystrdy w/Cancelled Flightled flights. No staff, no communication &amp; no refund for unused portion of tix. Keep it classy guys 💯 👍 😡",negative
9885,@USAirways i have been tryng to rsrv a flight over the phone over the past 4 days and keep getting an automated message to call back?!?!?! 😡 😠 😤,negative
9886,@USAirways @AmericanAir Just got off Int. Flight #799. Your Intentionally rude staff made for a horrible 8hr+ flight on an unsuitable plane. 😡 😠 😞,negative
9887,@USAirways on plane from BOS to CLT for 60 mins. Still at gate. Crew says system-wide computers preventing paperwork. Any info you can give? 😡 👍 😉,negative
9888,@USAirways will you hold #475 today for connecting passengers coming from delayed flights? 👍 😄 😬,negative
9889,@USAirways provided the best service for me today! Thank you so much :) 👍 💛 🙏,positive
9890,@USAirways Can you guys please give an update?  Been sitting on Tarmac on flight 601 yet the website still says it's on time? 😕 😡 😞,negative
9891,@USAirways - flight was Cancelled Flightled to Buf today. Waited in line for 2+ hrs &amp; cus service was rude. No flight until Tues. Need to get to ROC. 😡 😠 😞,negative
9892,@USAirways Seriously? I should keep trying after seven hours. That is your corporate policy? #usairwaysfail 😉 😜 😳,negative
9893,"@USAirways his name is Rett Cavan, he has a gofundme page, and is going to take his last breath tonight. This airline only cares about money 😢 👍 😡",negative
9894,@USAirways that you would let us just switch to a different set of flights so we could spend time with the family after he passes away... 💔 😢 😔,negative
9895,@USAirways he is 8 months old and is suffering from a rare form of cancer. Your customer service agents had no compassion and I am disgusted 😡 😷 😠,negative
9896,"@USAirways Best part was hearing the attendant give a voucher to person next to me for hotel at BGR. Then my guy saying ""we don't do that"" 😂 👍 😄",negative
9897,@USAirways horrible cust service exp at DIA today. Wife waited 3 hrs on the plane b/f flight 695 was Cancelled Flightled. Still waiting for bags. 😡 😠 😞,negative
9898,@USAirways is really good at deferring responsibility. 👍 👏 👌,negative
9899,@USAirways thank you so much for asking us to pay $700 to switch to a different flight so I could spend more time with my dying nephew. 💙 😡 ❤,negative
9900,"@USAirways @AmericanAir @GMA could not have had a worse airline experience. Rude, unhelpful, got yelled at😳. @JetBlue need your help 😡 😠 👍",negative
9901,"@USAirways please help! No bags, no way to get through to customer service since 8AM this morning! Help!! 😢 😖 😫",negative
9902,@USAirways I do but the real ? Is why your staff can behave offensively. Flight 699. Please look into it. Message me if you want particulars 😉 👍 😊,negative
9903,@USAirways glad people can put their coats in the storage area though. It would be super unfortunate to leave those on the floor 😕 😬 😅,neutral
9904,@usairways @AmericanAir LAX connect from term 6 to term 4.  55min layover due to delay. US755-AA2595. Is this realistic? Can 2595 be held? 😡 😠 👍,negative
9905,@USAirways But good luck getting there! Not cool. 🙅 😕 😠,neutral
9906,@USAirways I left an item on plane BOS-PHL on Friday.  I've called PHL US Airways # &amp; left 6 msgs. No return call what to do at this point. 😡 😠 😢,negative
9907,@USAirways What a great way to kick someone when they are down. Cancelled Flight a noon flight and rebook me on one two hours south from here tomorrow 😡 😠 👍,negative
9908,@USAirways thanks for making me check my bag when the space was empty and to the flight attendant for the dirty look http://t.co/9rx5HOmM25 👍 😉 😄,negative
9909,@USAirways so apparently all of your computers crashed at BWI?  Any update on when flights will be moving? 😕 😡 😉,negative
9910,@USAirways made it to the Bahamas for work but my luggage didn't. I know #travel happens but is there anyway I can get more help/info? 😕 😞 😢,negative
9911,"@USAirways 24 hrs Late Flightr still not home. Hotel, rental car etc with a 5 yr old, what happened to ""customer service is our first priority"" 😡 😠 😕",negative
9912,"@USAirways I saw online you had fee but I was wondering if there was a way to pay for it ahead of time, instead of at the kiosk 😕 😬 😅",neutral
9913,"@USAirways Cancelled Flights my flight to NY 3 times, then once I make it here they decided for S&amp;Gs they'll Cancelled Flight my return flight too. Thanks. 😡 😠 😤",negative
9914,@USAirways Y'all need to get it together 👏 😂 💀,neutral
9915,@USAirways On hold for &gt;70 mins on my 3rd attempt just to get a receipt showing change fees for an upcoming flight. Please help! 😡 😠 😖,negative
9916,@USAirways Everyone on Flight 669 from LAX to RDU enjoyed waiting an hour &amp; a half in baggage claim for their bags just now 😡 👍 😠,negative
9917,@USAirways No I need the corporate office number please as that is who is dealing with this for me. It's a 480 number. 😠 😉 😡,neutral
9918,@USAirways CSTSVC in PHL honors UR system over my reality. No RCD of change in HPN. Now extra hours in PHL or $75 to get to CLE. 😡 😠 😢,negative
9919,@USAirways #usairways Raleigh NC; baggage carousel staff were aggressive towards people waiting 1 1/2 hrs for bags. Flight 699 😡 😠 😕,negative
9920,"@USAirways if my flight, 4035, is delayed, what time do I have to arrive at BHM? 😕 😢 😬",neutral
9921,@USAirways on hold for 2+ hours.. Can I book using a Take Flight voucher online?? 😬 🙏 😄,negative
9922,@USAirways when do we get our baggages? @usaireays 699 LA to RDU http://t.co/vU5lBZXtRX 😉 😜 😄,negative
9923,@USAirways has the WORST customer service and their flights are always delayed 😡 😠 😤,negative
9924,@USAirways if you are going to make me wait in the phone for a long time can you at least turn off the ads they are eating away at my soul 😡 😠 😤,negative
9925,"@USAirways despite mechanical issues and many delays followed by a Cancelled Flightlation, still getting to Vegas thanks to great gate agents! 👍 😡 😎",positive
9926,@USAirways US Airlines 699 LA to RDU is holding onto baggages for an hour already and everyone is still waiting!? 😡 😠 😤,negative
